article_id,article_name,target_group,category,supplier_name,brand,original_price,actual_price,article_url,image_url
BEJ21N0CO-K12,SUPER HIGH WAIST - Jeans Skinny Fit - dark blue,WOMEN,TROUSER,SUPER HIGH WAIST,Bershka,1999,1999,https://www.zalando.nl/bershka-super-high-waist-jeans-skinny-fit-dark-blue-bej21n0co-k12.html,https://img01.ztat.net/article/spp-media-p1/377cc63efc034cd3b9539704ee21f9db/6b27fca01fa44fef8f74649108fa7b58.jpg?imwidth=103&filter=packshot
NI122E05H-Q11,CLUB  - Trainingsbroek - black,MEN,TROUSER,CLUB,Nike Sportswear,4495,4495,https://www.zalando.nl/nike-sportswear-club-trainingsbroek-ni122e05h-q11.html,https://img01.ztat.net/article/spp-media-p1/cf973b979c793c99a3ac23ea78eab835/3fbd960788004668963151c0562d9171.jpg?imwidth=103&filter=packshot
BEJ21C0HY-K11,Cocktailjurk - blue,WOMEN,DRESS,Cocktailjurk,Bershka,1799,1799,https://www.zalando.nl/bershka-cocktailjurk-blue-bej21c0hy-k11.html,https://img01.ztat.net/article/spp-media-p1/fc83ffc780c14716ac6ed347df9c0053/e314e055f76c41c5bfd393d9d5017429.jpg?imwidth=103&filter=packshot
BEJ21N0CA-K11,STRAIGHT FRONT VENT - Straight leg jeans - blue denim,WOMEN,TROUSER,STRAIGHT FRONT VENT,Bershka,2999,2999,https://www.zalando.nl/bershka-slim-fit-jeans-blue-denim-bej21n0ca-k11.html,https://img01.ztat.net/article/spp-media-p1/642d954a186546bc95aca06ae82bc461/f1946a891aba4952acfd57d99c94d5d2.jpg?imwidth=103&filter=packshot
ON321E2MN-P11,Blouse - north atlantic,WOMEN,SHIRT,Blouse,ONLY,2699,2159,https://www.zalando.nl/only-blouse-north-atlantic-on321e2mn-p11.html,https://img01.ztat.net/article/spp-media-p1/c756a1c31dec41c084cbe46c22d44333/9b799b856e2f47159c588670e85f8ba5.jpg?imwidth=103&filter=packshot
M9121A2HO-M12,HAILEY - Broek - vert foncé,WOMEN,TROUSER,HAILEY,Mango,3999,3999,https://www.zalando.nl/mango-hailey-broek-vert-fonce-m9121a2ho-m12.html,https://img01.ztat.net/article/spp-media-p1/e3c3cf0dbe8240ce8a34dae7dc30c9f4/5b2203b869ce46f4845d2859341bd0cb.jpg?imwidth=103&filter=packshot
TH342D00T-Q11,SIMPLE DOME TEE - T-shirt print - black,MEN,T_SHIRT_TOP,SIMPLE DOME TEE,The North Face,2495,2495,https://www.zalando.nl/the-north-face-simple-dome-t-shirt-basic-th342d00t-q11.html,https://img01.ztat.net/article/spp-media-p1/5227a3fe0e883bb4a8fedcfb3bc21218/cc0a8ed44b4c4496975cf3e3c9cbb9d8.jpg?imwidth=103&filter=packshot
BEJ21N0CO-Q11,SUPER HIGH WAIST - Jeans Skinny Fit - black,WOMEN,TROUSER,SUPER HIGH WAIST,Bershka,1999,1999,https://www.zalando.nl/bershka-super-high-waist-jeans-skinny-fit-black-bej21n0co-q11.html,https://img01.ztat.net/article/spp-media-p1/6c0524250d824850b23c960f36422c74/58b2577e4f4e4adca2e846e48a55afb2.jpg?imwidth=103&filter=packshot
BEJ21N0CB-K11,SKINNY-LOW WAIST JEANS - Jeans Skinny Fit - light-blue denim,WOMEN,TROUSER,SKINNY-LOW WAIST JEANS,Bershka,1999,1999,https://www.zalando.nl/bershka-skinny-low-waist-jeans-jeans-skinny-fit-light-blue-denim-bej21n0cb-k11.html,https://img01.ztat.net/article/spp-media-p1/c80680f53070448787375f7ec6a93e60/c4b281b276d24333a986212559e13d72.jpg?imwidth=103&filter=packshot
THC22T007-C11,ESTATE PADDED - Winterjas - charcoal,MEN,COAT,ESTATE PADDED,Threadbare,12999,3999,https://www.zalando.nl/threadbare-estate-padded-winterjas-charcoal-thc22t007-c11.html,https://img01.ztat.net/article/spp-media-p1/659e2685d0b54b5c9155a72ac32d8fd7/a360a9c300fb4fd3add7d82ab78b41d8.jpg?imwidth=103&filter=packshot
AD542E2LE-Q11,ENTRADA 22 TRAININGS PANT - Trainingsbroek - black,MEN,TROUSER,ENTRADA 22 TRAININGS PANT,adidas Performance,2995,2095,https://www.zalando.nl/adidas-performance-entrada-pant-trainingsbroek-black-ad542e2le-q11.html,https://img01.ztat.net/article/spp-media-p1/efbf92bf66ba480783f4dde31bd62a1e/9be4727a1b4c43d9b42a1b9b1ba82d36.jpg?imwidth=103&filter=packshot
VE121U09P-Q11,VMKERRIULTRA  - Imitatieleren jas - black,WOMEN,COAT,VMKERRIULTRA,Vero Moda,4999,3769,https://www.zalando.nl/vero-moda-imitatieleren-jas-black-ve121u09p-q11.html,https://img01.ztat.net/article/spp-media-p1/b2355cb433253f69b78ab17394584c05/5e100a0a5b384a4e82b835ecd70f025e.jpg?imwidth=103&filter=packshot
OA422P04N-K11,Poloshirt - white cobalt,MEN,T_SHIRT_TOP,Poloshirt,State of Art,7995,7995,https://www.zalando.nl/state-of-art-poloshirt-white-cobalt-oa422p04n-k11.html,https://img01.ztat.net/article/spp-media-p1/f6de5143d5514526b623c8e73fb28e9e/897eb3ef47e749ceb1d2c8e3998de34d.jpg?imwidth=103&filter=packshot
DE421000Q-A11,T-shirt print - white,MEN,T_SHIRT_TOP,T-shirt print,Denham,3495,3495,https://www.zalando.nl/denham-small-tiger-t-shirt-print-white-de421000q-a11.html,https://img01.ztat.net/article/spp-media-p1/000b076d3bcb430197c49c3c932e63b2/1e01a1f65db04750815cda1e0fe83a99.jpg?imwidth=103&filter=packshot
TRU21U011-B11,Trenchcoat - beige,WOMEN,COAT,Trenchcoat,Trendyol,4499,3999,https://www.zalando.nl/trendyol-trenchcoat-beige-tru21u011-b11.html,https://img01.ztat.net/article/spp-media-p1/caf2863ee7ca476dbaef0e6fac79c002/6939aa011f3f4bc990b3f9e49ce4e5cb.jpg?imwidth=103
BEJ21A0JY-Q11,LOOP - Broek - black,WOMEN,TROUSER,LOOP,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-black-bej21a0jy-q11.html,https://img01.ztat.net/article/spp-media-p1/dbe4b61d682647ada50a0fe883c6cb1c/3831fb0408644e4f8b5f64c124511af1.jpg?imwidth=103&filter=packshot
PUC21N0EY-K11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - light blue,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-light-blue-puc21n0ey-k11.html,https://img01.ztat.net/article/spp-media-p1/3f2fa11cb692441abbedecced8d8be6e/1c189c9f0830416f97a9878127e1198c.jpg?imwidth=103&filter=packshot
N1241E18R-Q11,ONE TIGHT - Legging - black,WOMEN,TROUSER,ONE TIGHT,Nike Performance,3995,3995,https://www.zalando.nl/nike-performance-legging-black-n1241e18r-q11.html,https://img01.ztat.net/article/spp-media-p1/20646ca723c73a7fbc2bad940c95aaac/482c1583b517488db2b2b0c6d1022958.jpg?imwidth=103&filter=packshot
BEJ21N0CH-K12,SKINNY HIGH WAIST - Slim fit jeans - dark blue,WOMEN,TROUSER,SKINNY HIGH WAIST,Bershka,2599,2599,https://www.zalando.nl/bershka-skinny-high-waist-slim-fit-jeans-dark-blue-bej21n0ch-k12.html,https://img01.ztat.net/article/spp-media-p1/6967da90113a4e31b83d8e39dcc76d96/d728a8ddaf0a4f19b13bebe166bc9ae0.jpg?imwidth=103&filter=packshot
N1241E15M-Q13,NIKE PRO TIGHTS - Legging - black,WOMEN,TROUSER,NIKE PRO TIGHTS,Nike Performance,4495,3385,https://www.zalando.nl/nike-performance-legging-black-n1241e15m-q13.html,https://img01.ztat.net/article/spp-media-p1/0fcd00e8617236ffb11f7149eb2da2ff/7c117f15ba6041d59110685019d47b53.jpg?imwidth=103&filter=packshot
PUC21A0LL-Q11,REGULAR FIT MIT ZIERNAHT VORNE - Broek - black,WOMEN,TROUSER,REGULAR FIT MIT ZIERNAHT VORNE,PULL&BEAR,2599,2599,https://www.zalando.nl/pullandbear-regular-fit-mit-ziernaht-vorne-broek-black-puc21a0ll-q11.html,https://img01.ztat.net/article/spp-media-p1/743cbfb66d894d2bb7a62d2687ddbf52/e83c27c1edb54c218ce9896fa698a491.jpg?imwidth=103&filter=packshot
M9121E41U-A11,SOFIA - Overhemdblouse - off white,WOMEN,SHIRT,SOFIA,Mango,2599,999,https://www.zalando.nl/mango-overhemdblouse-off-white-m9121e41u-a11.html,https://img01.ztat.net/article/spp-media-p1/74f540dfc6794d53bd7a2ee313e0fe93/89a9c57509424b79b9cd1d9a207f7584.jpg?imwidth=103&filter=packshot
JA222G0VC-K11,JJIGLENN JJORIGINAL - Slim fit jeans - blue denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3899,3119,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-blue-denim-ja222g0vc-k11.html,https://img01.ztat.net/article/spp-media-p1/1278064345fc49d59f6e15a223341c4c/eb4af16bdb3c4f21ae2ca1d8af662e28.jpg?imwidth=103&filter=packshot
OS322G0DJ-K11,ONSLOOM - Jeans Tapered Fit - blue denim,MEN,TROUSER,ONSLOOM,Only & Sons,2999,2999,https://www.zalando.nl/only-and-sons-onsloom-jeans-tapered-fit-blue-denim-os322g0dj-k11.html,https://img01.ztat.net/article/spp-media-p1/d7343cc866913444ac2ed9db02cf6d8f/f27425a674bb44e3961414da26e86fcf.jpg?imwidth=103&filter=packshot
BEJ21N087-Q11,SUPER HIGH WAIST - Slim fit jeans - black,WOMEN,TROUSER,SUPER HIGH WAIST,Bershka,1599,1599,https://www.zalando.nl/bershka-super-high-waist-slim-fit-jeans-black-bej21n087-q11.html,https://img01.ztat.net/article/spp-media-p1/0cf723f574ec4c1d9f8303fb7e1bfed9/1699b9e4fd6e402e9b0c97614bf9df94.jpg?imwidth=103&filter=packshot
AD126D02U-Q11,CREW SET UNISEX - Trainingspak - black/white,KIDS,COMBINATION_CLOTHING,CREW SET UNISEX,adidas Originals,3795,2675,https://www.zalando.nl/adidas-originals-longsleeve-blackwhite-ad126d02u-q11.html,https://img01.ztat.net/article/spp-media-p1/83b5e28b1f32342a8414d0cc403fc660/0d7846cf23b74c2d8fa0e86b1f821e3f.jpg?imwidth=103&filter=packshot
LE222O039-Q11,501 ORIGINAL TEE - T-shirt print - patch black,MEN,T_SHIRT_TOP,501 ORIGINAL TEE,Levi's®,2495,1995,https://www.zalando.nl/levisr-original-tee-t-shirt-print-patch-black-le222o039-q11.html,https://img01.ztat.net/article/spp-media-p1/25dbf08cd23c3fabaf7f48f8c11b9af4/d634004e52164408b9512bc6a55cbc1d.jpg?imwidth=103&filter=packshot
TRU21E0VS-B11,Blouse - beige,WOMEN,SHIRT,Blouse,Trendyol,3999,3999,https://www.zalando.nl/trendyol-blouse-beige-tru21e0vs-b11.html,https://img01.ztat.net/article/spp-media-p1/035aebf3714242f2a0bbc4366681496d/56ee276796b44380a4ae00d72bb39926.jpg?imwidth=103
TRU21C1KK-Q11,Maxi-jurk - black,WOMEN,DRESS,Maxi-jurk,Trendyol,5999,5999,https://www.zalando.nl/trendyol-maxi-jurk-black-tru21c1kk-q11.html,https://img01.ztat.net/article/spp-media-p1/7fbf17be59fa4508ba4923d39ca86f15/5d68cc5a4f0b4ca38db328f0370545e5.jpg?imwidth=103
C6H21A01K-B11,Broek - taupe,WOMEN,TROUSER,Broek,C&A Premium,2999,2999,https://www.zalando.nl/canda-premium-broek-taupe-c6h21a01k-b11.html,https://img01.ztat.net/article/spp-media-p1/8f1521901f544e13aaf9384aa4c64466/fa1cf6f702064620a3d31f6f6e27282c.jpg?imwidth=103&filter=packshot
LY222H00F-K12,ZIP THROUGH HOODED JACKET - Korte jassen - dark blue,MEN,COAT,ZIP THROUGH HOODED JACKET,Lyle & Scott,9995,7995,https://www.zalando.nl/lyle-and-scott-zip-through-hooded-korte-jassen-ly222h00f-k12.html,https://img01.ztat.net/article/spp-media-p1/126457279e43365cb3489f1e2487cf68/1cfe2c3f1be8443586bc4ee1c4bbdc3e.jpg?imwidth=103&filter=packshot
JA222G0W2-K11,JJIGLENN JJORIGINAL - Slim fit jeans - blue denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3999,3199,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-blue-denim-ja222g0w2-k11.html,https://img01.ztat.net/article/spp-media-p1/a99c461c341c3fc8b033961a0361f9de/2cec19e977f54dfe82da36df33b5d1fd.jpg?imwidth=103&filter=packshot
PUC21N0GV-K11,Straight leg jeans - royal blue,WOMEN,TROUSER,Straight leg jeans,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-straight-leg-jeans-royal-blue-puc21n0gv-k11.html,https://img01.ztat.net/article/spp-media-p1/0fcfabc2a28d4466a2835ec7b0e04d0f/d979a9b833c54871949a33c60b8d74aa.jpg?imwidth=103&filter=packshot
JA222G0VD-Q11,JJIGLENN JJORIGINAL - Slim fit jeans - black denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-black-denim-ja222g0vd-q11.html,https://img01.ztat.net/article/spp-media-p1/357ddc5faff43fabad30432c2bf35f79/2ed61e21dadc423e9af98df67a977be5.jpg?imwidth=103&filter=packshot
PUC21N0EY-Q11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - mottled black,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-mottled-black-puc21n0ey-q11.html,https://img01.ztat.net/article/spp-media-p1/8ad666bd60d94c66829a22e062e378cc/21613ad2269f4882af90532a0f9cdcdb.jpg?imwidth=103&filter=packshot
N1241E15O-Q13,SHORTS - Legging - black,WOMEN,TROUSER,SHORTS,Nike Performance,2995,2555,https://www.zalando.nl/nike-performance-short-legging-black-n1241e15o-q13.html,https://img01.ztat.net/article/spp-media-p1/2e44b2296081392f9e1713ee73cb7831/0676e43528ff4ad29f9440a31af339ae.jpg?imwidth=103&filter=packshot
N1241D1I9-Q11,CREW - T-shirt basic - black,WOMEN,T_SHIRT_TOP,CREW,Nike Performance,1995,1995,https://www.zalando.nl/nike-performance-leg-tee-crew-sportshirt-black-n1241d1i9-q11.html,https://img01.ztat.net/article/spp-media-p1/d889590c68694273bbd01ddfdd3a02e4/b9576e4d81cf4e40a0b8e23048c38a24.jpg?imwidth=103&filter=packshot
LE221N081-K14,501 CROP - Jeans Tapered Fit - light blue denim,WOMEN,TROUSER,501 CROP,Levi's®,10995,10995,https://www.zalando.nl/levis-501-crop-slim-fit-jeans-light-blue-denim-le221n081-k14.html,https://img01.ztat.net/article/spp-media-p1/8cfcb94d911e3a2aa5b7be242b861d46/57fdefff26a64682b76e933a0257df11.jpg?imwidth=103&filter=packshot
JA222E0V1-Q11,JJIMARCO JJDAVE - Broek - black,MEN,TROUSER,JJIMARCO JJDAVE,Jack & Jones,2999,2259,https://www.zalando.nl/jack-and-jones-jjimarco-jjdave-broek-black-ja222e0v1-q11.html,https://img01.ztat.net/article/spp-media-p1/28bc8cba6b3849b9a7913cd6c1d73bfc/49fb10508369411680cfc1f691cdc6cd.jpg?imwidth=103&filter=packshot
LY222O041-K12,PLAIN - T-shirt basic - light blue,MEN,T_SHIRT_TOP,PLAIN,Lyle & Scott,2995,2995,https://www.zalando.nl/lyle-and-scott-plain-t-shirt-basic-light-blue-ly222o041-k12.html,https://img01.ztat.net/article/spp-media-p1/3147e1df8e6943d69fa2fb322b10f33f/bf58635691b44c02839a930fd1e73b79.jpg?imwidth=103&filter=packshot
OS322O0KW-K11,ONSBAILEY  - T-shirt print - dark navy/racing red,MEN,T_SHIRT_TOP,ONSBAILEY,Only & Sons,1499,1204,https://www.zalando.nl/only-and-sons-onsbailey-colourblock-tee-t-shirt-print-dark-navyracing-red-os322o0kw-k11.html,https://img01.ztat.net/article/spp-media-p1/96e80792af863aa5aa9f18df48974ae2/ae7f5e31715d4832b0da50891696d50c.jpg?imwidth=103&filter=packshot
BEJ21A0JY-B11,LOOP - Broek - sand,WOMEN,TROUSER,LOOP,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-sand-bej21a0jy-b11.html,https://img01.ztat.net/article/spp-media-p1/22f426fe0019451486355a7c458b1ae2/c7e0646135b649ecb73f0e02a2601306.jpg?imwidth=103&filter=packshot
OS322G0BL-K11,ONSLOOM DARK - Slim fit jeans - blue denim,MEN,TROUSER,ONSLOOM DARK,Only & Sons,3999,2799,https://www.zalando.nl/only-and-sons-onsloom-dark-slim-fit-jeans-blue-denim-os322g0bl-k11.html,https://img01.ztat.net/article/spp-media-p1/e6a86065feca4a47b084e85b78dd044b/cff9bd5c3fc64482b78bd61caa8cec8f.jpg?imwidth=103&filter=packshot
LE221N07V-K18,HIGH WAISTED MOM - Relaxed fit jeans - light-blue denim,WOMEN,TROUSER,HIGH WAISTED MOM,Levi's®,6995,6995,https://www.zalando.nl/levis-high-waisted-taper-relaxed-fit-jeans-light-blue-denim-le221n07v-k18.html,https://img01.ztat.net/article/spp-media-p1/385b0156f0774d379223671956c1ecb5/3d073e573b1f4603931255ba53c375d1.jpg?imwidth=103&filter=packshot
PUC22E0B8-B11,PACK - Shorts - beige,MEN,TROUSER,PACK,PULL&BEAR,1599,1599,https://www.zalando.nl/pullandbear-pack-shorts-beige-puc22e0b8-b11.html,https://img01.ztat.net/article/spp-media-p1/6485ad0b53934f8cbcd46e693c2885db/f31297e8d4d3488fb8dddd4f17a7a6d5.jpg?imwidth=103&filter=packshot
GS122G0FU-K11,3301 SLIM - Slim fit jeans - dark aged,MEN,TROUSER,3301 SLIM,G-Star,9995,8995,https://www.zalando.nl/g-star-3301-slim-slim-fit-jeans-gs122g0fu-k11.html,https://img01.ztat.net/article/spp-media-p1/2b7903cb4ee23592b1dde7888246aca6/025a734bc5134d8490da896d34951651.jpg?imwidth=103&filter=packshot
DEO22T001-Q11,KASH JACKET - Spijkerjas - black dot,MEN,COAT,KASH JACKET,Denim Project,3495,3495,https://www.zalando.nl/denim-project-kash-jacket-spijkerjas-black-dot-deo22t001-q11.html,https://img01.ztat.net/article/spp-media-p1/0478b136f700448ab03eb1a3ae9095ab/9aa9ee2f67154f0894b696263bf3b2e1.jpg?imwidth=103&filter=packshot
TRU21C0NJ-G11,Galajurk - burgundy,WOMEN,DRESS,Galajurk,Trendyol,6999,6999,https://www.zalando.nl/trendyol-galajurk-burgundy-tru21c0nj-g11.html,https://img01.ztat.net/article/spp-media-p1/3f5cc5c904c74e7fb34d76041d7a6869/cea2899142614eeea0b9873fb5129edf.jpg?imwidth=103
PE321N0A3-K11,PCKESIA MOM DESTROY - Relaxed fit jeans - medium blue denim,WOMEN,TROUSER,PCKESIA MOM DESTROY,Pieces,3999,3199,https://www.zalando.nl/pieces-pckesia-mom-destroy-relaxed-fit-jeans-medium-blue-denim-pe321n0a3-k11.html,https://img01.ztat.net/article/spp-media-p1/dfa058ba819c3ae2b269f5703d2f798a/d11b0076f55d45b7b170439e73fc7d68.jpg?imwidth=103&filter=packshot
ON321U00A-O11,ONLSEDONA OTW NOOS - Mantel - mocha mousse melange,WOMEN,COAT,ONLSEDONA OTW NOOS,ONLY,4999,3499,https://www.zalando.nl/only-onlsedona-halflange-jas-on321u00a-o11.html,https://img01.ztat.net/article/spp-media-p1/12e5355326773926921e73dba10a7cb6/965784310beb40cda0f644deb9523c05.jpg?imwidth=103&filter=packshot
BEJ21A0HD-Q11,STRAIGHT-FAUX LEATHER - Broek - black,WOMEN,TROUSER,STRAIGHT-FAUX LEATHER,Bershka,2599,2599,https://www.zalando.nl/bershka-broek-black-bej21a0hd-q11.html,https://img01.ztat.net/article/spp-media-p1/85a1044972a04d4b80d4478ac271bdbd/939ba085484b4989a4e7c61f5bac630d.jpg?imwidth=103&filter=packshot
GS122G0ND-K11,D-STAQ 5-PKT SLIM - Slim fit jeans - blue,MEN,TROUSER,D-STAQ 5-PKT SLIM,G-Star,11995,8395,https://www.zalando.nl/g-star-slim-fit-jeans-blue-gs122g0nd-k11.html,https://img01.ztat.net/article/spp-media-p1/9a3b26a64928349ea02d480e28541866/90e8d696028c40419573212c8057bff9.jpg?imwidth=103&filter=packshot
LE221N05T-Q11,720 HIRISE SUPER SKINNY - Jeans Skinny Fit - black galaxy,WOMEN,TROUSER,720 HIRISE SUPER SKINNY,Levi's®,9995,6995,https://www.zalando.nl/levisr-jeans-skinny-fit-black-galaxy-le221n05t-q11.html,https://img01.ztat.net/article/spp-media-p1/300e99f4f9f53b9e99ce20043f4d19fd/dca084a5e07549969ccb08650ea6947c.jpg?imwidth=103&filter=packshot
AD541E1HZ-Q11,Legging - black/white,WOMEN,TROUSER,Legging,adidas Performance,3295,2305,https://www.zalando.nl/adidas-performance-legging-blackwhite-ad541e1hz-q11.html,https://img01.ztat.net/article/spp-media-p1/2809f5a94be54dadacd1cbd8ae2128fd/43945289cc284d4198b86a962986605f.jpg?imwidth=103&filter=packshot
EV421C0ZZ-Q11,Etui-jurk - black,WOMEN,DRESS,Jerseyjurk,Even&Odd,3699,3699,https://www.zalando.nl/evenandodd-jerseyjurk-black-ev421c0zz-q11.html,https://img01.ztat.net/article/spp-media-p1/58c82d8e9cd7372f8629f395e33c9a02/0a6009b002bb4e63bcbffd7f916ebb50.jpg?imwidth=103&filter=packshot
LE221N081-K17,501 CROP - Jeans Tapered Fit - tango surge,WOMEN,TROUSER,501 CROP,Levi's®,10990,10990,https://www.zalando.nl/levis-501-crop-straight-leg-jeans-tango-surge-le221n081-k17.html,https://img01.ztat.net/article/spp-media-p1/9be7b0954b3d4bc382f267f5b22c330a/dfdecdeb4ff642cfbf95fae3ec26ecbe.jpg?imwidth=103&filter=packshot
JA222E0FH-B11,Chino - beige,MEN,TROUSER,Chino,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-chino-beige-ja222e0fh-b11.html,https://img01.ztat.net/article/spp-media-p1/b462b436a1433a3bb30361b1a0789a74/50ce0fe3290545ab824b352416a2962f.jpg?imwidth=103&filter=packshot
M9121E4CV-M11,COSIMA - Blouse - vert pastel,WOMEN,SHIRT,COSIMA,Mango,3999,3999,https://www.zalando.nl/mango-blouse-vert-pastel-m9121e4cv-m11.html,https://img01.ztat.net/article/spp-media-p1/212a8ed67e5b45fbac14404f00aada03/ffa34bf6c6b34f2e9181a8dce121d5ac.jpg?imwidth=103&filter=packshot
BEJ21A0JY-A11,LOOP - Broek - white,WOMEN,TROUSER,LOOP,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-white-bej21a0jy-a11.html,https://img01.ztat.net/article/spp-media-p1/df9e8d8fb4884d838872b0c9295cf09a/ac5334a3abe6476495eb313bd3832062.jpg?imwidth=103&filter=packshot
NI122E07U-C11,Trainingsbroek - grey heather/black,MEN,TROUSER,Trainingsbroek,Nike Sportswear,9495,9495,https://www.zalando.nl/nike-sportswear-trainingsbroek-grey-heatherblack-ni122e07u-c11.html,https://img01.ztat.net/article/spp-media-p1/9961873e4c853f33b89f531b45f90615/9844df7d65cf4e6cbeae8fa30f59f713.jpg?imwidth=103&filter=packshot
PUC21G0A9-Q11,Belted faux leather biker jacket - Imitatieleren jas - black,WOMEN,COAT,Belted faux leather biker jacket,PULL&BEAR,2999,2999,https://www.zalando.nl/pullandbear-imitatieleren-jas-black-puc21g0a9-q11.html,https://img01.ztat.net/article/spp-media-p1/6f44d02b6d9a406d8af10af4a86c6aff/c6b4cc95277a4d0781c1f7ffae612c29.jpg?imwidth=103&filter=packshot
JY121A05Q-Q11,JDYTANJA PANT - Broek - black,WOMEN,TROUSER,JDYTANJA PANT,JDY,2699,2289,https://www.zalando.nl/jdy-jdytanja-broek-black-jy121a05q-q11.html,https://img01.ztat.net/article/spp-media-p1/f1df4a505ca534639c9d1b1969841280/5a8a76a27bce4df3a65eb1e0bad09739.jpg?imwidth=103&filter=packshot
BEJ21U091-B11,Trenchcoat - camel,WOMEN,COAT,Trenchcoat,Bershka,4599,4599,https://www.zalando.nl/bershka-trenchcoat-camel-bej21u091-b11.html,https://img01.ztat.net/article/spp-media-p1/4c3670d6ef4640d29faa3363d0b3ab60/c0ebee3adf884647975c342018b59539.jpg?imwidth=103&filter=packshot
GAM22G01Q-C11,Slim fit jeans - light grey,MEN,TROUSER,Slim fit jeans,Gabbiano,6995,6995,https://www.zalando.nl/gabbiano-relaxed-fit-jeans-light-grey-gam22g01q-c11.html,https://img01.ztat.net/article/spp-media-p1/bc113828db5248f9bff8abd2b30e6e15/b66945ea55ea485ebdbe24fc3378c2f0.jpg?imwidth=103&filter=packshot
ON321N0P6-Q11,ONLBLUSH RAW - Jeans Skinny Fit - black denim,WOMEN,TROUSER,ONLBLUSH RAW,ONLY,3999,3999,https://www.zalando.nl/only-onlblush-raw-jeans-skinny-fit-black-denim-on321n0p6-q11.html,https://img01.ztat.net/article/spp-media-p1/8ce8510a2d9248ca8919802c1775f994/9f459de4c91d47eebc76029a9497c108.jpg?imwidth=103&filter=packshot
THC22E006-Q11,SCOUT - Trainingsbroek - schwarz,MEN,TROUSER,SCOUT,Threadbare,3999,1499,https://www.zalando.nl/threadbare-trainingsbroek-schwarz-thc22e006-q11.html,https://img01.ztat.net/article/spp-media-p1/b1902716a92a373e9057638a412d59d4/2de29b9293bd4f9ca2b3f8f0ff7763b7.jpg?imwidth=103&filter=packshot
JA222G13G-K11,JJILIAM JJORIGINAL  - Jeans Skinny Fit - blue denim,MEN,TROUSER,JJILIAM JJORIGINAL,Jack & Jones,3999,3199,https://www.zalando.nl/jack-and-jones-jjiliam-jjoriginal-slim-fit-jeans-blue-denim-ja222g13g-k11.html,https://img01.ztat.net/article/spp-media-p1/8b2dfe62e175314c8a857971604f40ab/f42ee6a11a644f57be2777868a7da378.jpg?imwidth=103&filter=packshot
THC22Q00B-K11,Trui - blau,MEN,PULLOVER,Trui,Threadbare,3999,1499,https://www.zalando.nl/threadbare-maned-trui-blau-thc22q00b-k11.html,https://img01.ztat.net/article/spp-media-p1/2e220f3ca97b3b5289dd82e8b0eff891/b7bb62780be3462d9d03389b55651198.jpg?imwidth=103&filter=packshot
